lang,idx,role,agent_name,correct,prediction,gold,shape,final_step_last_layer_gold_logprob,final_step_last_layer_gold_rank,best_gold_rank,best_gold_logprob,emergence_step,latent_reasoning_score,rank_threshold,emergence_layer_strategy
en,29,planner,Planner,True,104,104,4x37x2560,-20.812763214111328,84.0,8.0,-8.509217262268066,2,0.5,1000,final_layer
en,29,critic,Critic,True,104,104,4x37x2560,-18.751171112060547,18.0,8.0,-7.917666435241699,1,0.75,1000,final_layer
en,29,refiner,Refiner,True,104,104,4x37x2560,-23.0625,20.0,8.0,-11.599141120910645,2,0.5,1000,final_layer
en,29,judger,Judger,True,104,104,1x37x2560,-15.12949275970459,44.0,44.0,-11.214383125305176,0,1.0,1000,final_layer
en,30,planner,Planner,True,109,109,4x37x2560,-29.532955169677734,3657.0,8.0,-9.631338119506836,2,0.5,1000,final_layer
en,30,critic,Critic,True,109,109,4x37x2560,-29.312524795532227,249.0,8.0,-10.680546760559082,2,0.5,1000,final_layer
en,30,refiner,Refiner,True,109,109,4x37x2560,-25.543941497802734,2755.0,8.0,-11.11893367767334,2,0.5,1000,final_layer
en,30,judger,Judger,True,109,109,1x37x2560,-15.938748359680176,63.0,59.0,-11.737085342407227,0,1.0,1000,final_layer
en,31,planner,Planner,True,80,80,4x37x2560,-10.953280448913574,526.0,49.0,-9.408207893371582,2,0.5,1000,final_layer
en,31,critic,Critic,True,80,80,4x37x2560,-22.562501907348633,159.0,49.0,-9.650172233581543,3,0.25,1000,final_layer
en,31,refiner,Refiner,True,80,80,4x37x2560,-31.34375,3638.0,49.0,-10.743410110473633,,0.0,1000,final_layer
en,31,judger,Judger,True,80,80,1x37x2560,-25.845239639282227,60128.0,152.0,-10.158605575561523,,0.0,1000,final_layer
en,32,planner,Planner,True,35,35,4x37x2560,-25.50000762939453,844.0,19.0,-8.066363334655762,2,0.5,1000,final_layer
en,32,critic,Critic,True,35,35,4x37x2560,-27.437515258789062,101.0,19.0,-8.42674446105957,3,0.25,1000,final_layer
en,32,refiner,Refiner,True,35,35,4x37x2560,-31.14065170288086,104796.0,19.0,-11.282215118408203,2,0.5,1000,final_layer
en,32,judger,Judger,True,35,35,1x37x2560,-22.219768524169922,12850.0,80.0,-12.341209411621094,,0.0,1000,final_layer
en,33,planner,Planner,True,70,70,4x37x2560,-18.750564575195312,83.0,37.0,-8.612037658691406,2,0.5,1000,final_layer
en,33,critic,Critic,True,70,70,4x37x2560,-24.312501907348633,57.0,40.0,-7.733913421630859,2,0.5,1000,final_layer
en,33,refiner,Refiner,True,70,70,4x37x2560,-29.4689998626709,103755.0,49.0,-9.108665466308594,2,0.5,1000,final_layer
en,33,judger,Judger,True,70,70,1x37x2560,-21.07352066040039,11897.0,149.0,-11.060361862182617,,0.0,1000,final_layer
en,34,planner,Planner,True,23,23,4x37x2560,-20.570106506347656,43.0,12.0,-9.304685592651367,2,0.5,1000,final_layer
en,34,critic,Critic,True,23,23,4x37x2560,-24.12502670288086,11.0,11.0,-8.42720890045166,2,0.5,1000,final_layer
en,34,refiner,Refiner,True,23,23,4x37x2560,-30.9375,3189.0,12.0,-11.439672470092773,2,0.5,1000,final_layer
en,34,judger,Judger,True,23,23,1x37x2560,-20.159467697143555,2431.0,63.0,-14.122138977050781,,0.0,1000,final_layer
en,35,planner,Planner,True,9,9,4x37x2560,-16.876131057739258,128.0,48.0,-8.188165664672852,2,0.5,1000,final_layer
en,35,critic,Critic,True,9,9,4x37x2560,-23.875627517700195,199.0,48.0,-7.776296138763428,2,0.5,1000,final_layer
en,35,refiner,Refiner,True,9,9,4x37x2560,-33.515628814697266,55699.0,48.0,-10.134057998657227,,0.0,1000,final_layer
en,35,judger,Judger,True,9,9,1x37x2560,-26.103076934814453,65755.0,160.0,-10.345857620239258,,0.0,1000,final_layer
en,36,planner,Planner,True,75,75,4x37x2560,-18.55377960205078,173.0,25.0,-8.529109001159668,2,0.5,1000,final_layer
en,36,critic,Critic,True,75,75,4x37x2560,-26.563053131103516,113.0,49.0,-9.024585723876953,2,0.5,1000,final_layer
en,36,refiner,Refiner,True,75,75,4x37x2560,-20.289350509643555,222.0,49.0,-8.35810375213623,2,0.5,1000,final_layer
en,36,judger,Judger,True,75,75,1x37x2560,-21.93905258178711,13306.0,149.0,-11.087844848632812,,0.0,1000,final_layer
en,37,planner,Planner,False,0,2,4x37x2560,-11.202152252197266,32.0,12.0,-8.895329475402832,2,0.5,1000,final_layer
en,37,critic,Critic,False,0,2,4x37x2560,-17.581192016601562,55.0,12.0,-7.671341896057129,1,0.75,1000,final_layer
en,37,refiner,Refiner,False,0,2,4x37x2560,-12.632856369018555,77.0,12.0,-11.059600830078125,2,0.5,1000,final_layer
en,37,judger,Judger,False,0,2,1x37x2560,-21.220409393310547,3386.0,63.0,-14.030258178710938,,0.0,1000,final_layer
en,38,planner,Planner,True,10,10,4x37x2560,-24.137510299682617,306.0,8.0,-9.345678329467773,2,0.5,1000,final_layer
en,38,critic,Critic,True,10,10,4x37x2560,-26.250001907348633,32.0,8.0,-8.64277458190918,2,0.5,1000,final_layer
en,38,refiner,Refiner,True,10,10,4x37x2560,-22.95875358581543,1257.0,8.0,-10.61326789855957,2,0.5,1000,final_layer
en,38,judger,Judger,True,10,10,1x37x2560,-16.376300811767578,59.0,59.0,-11.572123527526855,0,1.0,1000,final_layer
en,39,planner,Planner,True,18,18,4x37x2560,-21.173690795898438,647.0,8.0,-7.5821027755737305,2,0.5,1000,final_layer
en,39,critic,Critic,True,18,18,4x37x2560,-22.752187728881836,154.0,8.0,-9.673616409301758,3,0.25,1000,final_layer
en,39,refiner,Refiner,True,18,18,4x37x2560,-20.862720489501953,30250.0,8.0,-12.640052795410156,,0.0,1000,final_layer
en,39,judger,Judger,True,18,18,1x37x2560,-16.94169044494629,144.0,59.0,-11.850923538208008,0,1.0,1000,final_layer
en,40,planner,Planner,True,8,8,4x37x2560,-24.500139236450195,484.0,49.0,-10.450075149536133,2,0.5,1000,final_layer
en,40,critic,Critic,True,8,8,4x37x2560,-26.25,186.0,49.0,-9.885354042053223,2,0.5,1000,final_layer
en,40,refiner,Refiner,True,8,8,4x37x2560,-35.0625,116976.0,49.0,-10.71707534790039,,0.0,1000,final_layer
en,40,judger,Judger,True,8,8,1x37x2560,-24.143857955932617,37870.0,152.0,-10.12950325012207,,0.0,1000,final_layer
en,41,planner,Planner,True,200,200,4x37x2560,-14.779767990112305,11.0,11.0,-7.842107772827148,2,0.5,1000,final_layer
en,41,critic,Critic,True,200,200,4x37x2560,-18.62571144104004,15.0,12.0,-8.265085220336914,1,0.75,1000,final_layer
en,41,refiner,Refiner,True,200,200,4x37x2560,-18.813053131103516,23.0,12.0,-8.875164985656738,3,0.25,1000,final_layer
en,41,judger,Judger,True,200,200,1x37x2560,-22.03410530090332,8760.0,63.0,-14.139001846313477,,0.0,1000,final_layer
en,42,planner,Planner,True,26,26,4x37x2560,-12.913382530212402,18.0,12.0,-9.048429489135742,2,0.5,1000,final_layer
en,42,critic,Critic,True,26,26,4x37x2560,-19.436969757080078,21.0,12.0,-7.6414947509765625,1,0.75,1000,final_layer
en,42,refiner,Refiner,True,26,26,4x37x2560,-20.0046443939209,64.0,12.0,-8.466964721679688,2,0.5,1000,final_layer
en,42,judger,Judger,True,26,26,1x37x2560,-21.72036361694336,7639.0,63.0,-14.052450180053711,,0.0,1000,final_layer
en,43,planner,Planner,True,48,48,4x37x2560,-16.492488861083984,77.0,30.0,-9.790715217590332,2,0.5,1000,final_layer
en,43,critic,Critic,True,48,48,4x37x2560,-19.875041961669922,67.0,30.0,-9.605347633361816,1,0.75,1000,final_layer
en,43,refiner,Refiner,True,48,48,4x37x2560,-33.42190933227539,97020.0,30.0,-10.588096618652344,,0.0,1000,final_layer
en,43,judger,Judger,True,48,48,1x37x2560,-22.969287872314453,16690.0,96.0,-10.842037200927734,,0.0,1000,final_layer
en,44,planner,Planner,True,20,20,4x37x2560,-16.500219345092773,23.0,12.0,-8.697073936462402,2,0.5,1000,final_layer
en,44,critic,Critic,True,20,20,4x37x2560,-18.251934051513672,26.0,12.0,-8.276619911193848,1,0.75,1000,final_layer
en,44,refiner,Refiner,True,20,20,4x37x2560,-27.09376335144043,13589.0,12.0,-12.220571517944336,,0.0,1000,final_layer
en,44,judger,Judger,True,20,20,1x37x2560,-21.439733505249023,4791.0,63.0,-14.183748245239258,,0.0,1000,final_layer
en,45,planner,Planner,True,104,104,4x37x2560,-16.82647705078125,216.0,8.0,-9.495284080505371,2,0.5,1000,final_layer
en,45,critic,Critic,True,104,104,4x37x2560,-24.4375,52.0,8.0,-8.225656509399414,1,0.75,1000,final_layer
en,45,refiner,Refiner,True,104,104,4x37x2560,-23.8125,1113.0,8.0,-12.152495384216309,,0.0,1000,final_layer
en,45,judger,Judger,True,104,104,1x37x2560,-17.939157485961914,265.0,59.0,-11.598325729370117,0,1.0,1000,final_layer
en,46,planner,Planner,True,163,163,4x37x2560,-11.236980438232422,414.0,8.0,-9.437948226928711,2,0.5,1000,final_layer
en,46,critic,Critic,True,163,163,4x37x2560,-11.292421340942383,180.0,8.0,-9.010769844055176,2,0.5,1000,final_layer
en,46,refiner,Refiner,True,163,163,4x37x2560,-14.93348217010498,854.0,8.0,-10.91751480102539,2,0.5,1000,final_layer
en,46,judger,Judger,True,163,163,1x37x2560,-14.824010848999023,47.0,47.0,-10.90721607208252,0,1.0,1000,final_layer
en,47,planner,Planner,True,800,800,4x37x2560,-16.252201080322266,27.0,27.0,-7.630053997039795,2,0.5,1000,final_layer
en,47,critic,Critic,True,800,800,4x37x2560,-28.875009536743164,134.0,49.0,-8.800543785095215,2,0.5,1000,final_layer
en,47,refiner,Refiner,True,800,800,4x37x2560,-19.94344711303711,52.0,49.0,-8.74771499633789,2,0.5,1000,final_layer
en,47,judger,Judger,True,800,800,1x37x2560,-23.909658432006836,32353.0,152.0,-10.286273956298828,,0.0,1000,final_layer
en,48,planner,Planner,True,8,8,4x37x2560,-21.875160217285156,296.0,49.0,-10.17766284942627,2,0.5,1000,final_layer
en,48,critic,Critic,True,8,8,4x37x2560,-26.125553131103516,270.0,49.0,-9.178606033325195,2,0.5,1000,final_layer
en,48,refiner,Refiner,True,8,8,4x37x2560,-32.04690933227539,70268.0,49.0,-10.685333251953125,,0.0,1000,final_layer
en,48,judger,Judger,True,8,8,1x37x2560,-22.41244125366211,30305.0,152.0,-10.2872896194458,,0.0,1000,final_layer
en,49,planner,Planner,True,30,30,4x37x2560,-18.911630630493164,156.0,19.0,-7.792688846588135,2,0.5,1000,final_layer
en,49,critic,Critic,True,30,30,4x37x2560,-26.375003814697266,38.0,19.0,-7.563640117645264,2,0.5,1000,final_layer
en,49,refiner,Refiner,True,30,30,4x37x2560,-30.65627670288086,74139.0,19.0,-11.182284355163574,2,0.5,1000,final_layer
en,49,judger,Judger,True,30,30,1x37x2560,-21.471546173095703,8623.0,80.0,-12.240255355834961,,0.0,1000,final_layer
es,0,planner,Planner,True,18,18,4x37x2560,-8.62445068359375,185.0,8.0,-8.62445068359375,2,0.5,1000,final_layer
es,0,critic,Critic,True,18,18,4x37x2560,-21.12519645690918,262.0,8.0,-10.090577125549316,3,0.25,1000,final_layer
es,0,refiner,Refiner,True,18,18,4x37x2560,-24.533960342407227,4276.0,8.0,-9.983555793762207,2,0.5,1000,final_layer
es,0,judger,Judger,True,18,18,1x37x2560,-1.5104602575302124,2.0,2.0,-1.5104602575302124,0,1.0,1000,final_layer
es,1,planner,Planner,True,3,3,4x37x2560,-18.66276741027832,75.0,19.0,-9.887859344482422,2,0.5,1000,final_layer
es,1,critic,Critic,True,3,3,4x37x2560,-27.562585830688477,725.0,19.0,-8.489328384399414,1,0.75,1000,final_layer
es,1,refiner,Refiner,True,3,3,4x37x2560,-20.86808204650879,29767.0,19.0,-9.672669410705566,2,0.5,1000,final_layer
es,1,judger,Judger,True,3,3,1x37x2560,-10.95656681060791,77.0,77.0,-10.95656681060791,0,1.0,1000,final_layer
es,2,planner,Planner,True,70000,70000,4x37x2560,-17.725385665893555,137.0,49.0,-9.868488311767578,2,0.5,1000,final_layer
es,2,critic,Critic,True,70000,70000,4x37x2560,-22.68990135192871,884.0,49.0,-8.646636009216309,2,0.5,1000,final_layer
es,2,refiner,Refiner,True,70000,70000,4x37x2560,-20.73748207092285,26466.0,49.0,-9.473993301391602,2,0.5,1000,final_layer
es,2,judger,Judger,True,70000,70000,1x37x2560,-12.937621116638184,430.0,149.0,-10.579941749572754,0,1.0,1000,final_layer
es,3,planner,Planner,False,180,540,4x37x2560,-20.0264835357666,140.0,38.0,-9.487823486328125,2,0.5,1000,final_layer
es,3,critic,Critic,False,180,540,4x37x2560,-24.877193450927734,569.0,38.0,-9.234010696411133,2,0.5,1000,final_layer
es,3,refiner,Refiner,False,180,540,4x37x2560,-18.63450813293457,131.0,38.0,-9.23766803741455,2,0.5,1000,final_layer
es,3,judger,Judger,False,180,540,1x37x2560,-12.104680061340332,225.0,105.0,-10.3212890625,0,1.0,1000,final_layer
es,4,planner,Planner,True,20,20,4x37x2560,-9.138406753540039,4.0,4.0,-6.118427753448486,2,0.5,1000,final_layer
es,4,critic,Critic,True,20,20,4x37x2560,-17.45152473449707,34.0,12.0,-8.560628890991211,2,0.5,1000,final_layer
es,4,refiner,Refiner,True,20,20,4x37x2560,-27.468769073486328,71421.0,12.0,-11.215485572814941,2,0.5,1000,final_layer
es,4,judger,Judger,True,20,20,1x37x2560,-9.274457931518555,50.0,50.0,-9.274457931518555,0,1.0,1000,final_layer
es,5,planner,Planner,True,64,64,4x37x2560,-23.798606872558594,733.0,42.0,-10.270605087280273,2,0.5,1000,final_layer
es,5,critic,Critic,True,64,64,4x37x2560,-25.437759399414062,2656.0,42.0,-9.526387214660645,,0.0,1000,final_layer
es,5,refiner,Refiner,True,64,64,4x37x2560,-20.027048110961914,490.0,42.0,-10.200837135314941,2,0.5,1000,final_layer
es,5,judger,Judger,True,64,64,1x37x2560,-10.502897262573242,118.0,118.0,-10.496606826782227,0,1.0,1000,final_layer
es,6,planner,Planner,True,260,260,4x37x2560,-17.117610931396484,81.0,12.0,-9.30263900756836,2,0.5,1000,final_layer
es,6,critic,Critic,True,260,260,4x37x2560,-24.187610626220703,156.0,12.0,-9.411903381347656,2,0.5,1000,final_layer
es,6,refiner,Refiner,True,260,260,4x37x2560,-20.44426918029785,50.0,12.0,-10.313756942749023,2,0.5,1000,final_layer
es,6,judger,Judger,True,260,260,1x37x2560,-10.021720886230469,79.0,63.0,-10.021720886230469,0,1.0,1000,final_layer
es,7,planner,Planner,False,100,160,4x37x2560,-14.48660659790039,41.0,8.0,-10.193646430969238,2,0.5,1000,final_layer
es,7,critic,Critic,False,100,160,4x37x2560,-23.00462532043457,229.0,8.0,-8.205129623413086,2,0.5,1000,final_layer
es,7,refiner,Refiner,False,100,160,4x37x2560,-20.991397857666016,143.0,8.0,-8.74679183959961,2,0.5,1000,final_layer
es,7,judger,Judger,False,100,160,1x37x2560,-1.0047860145568848,1.0,1.0,-1.0047860145568848,0,1.0,1000,final_layer
es,8,planner,Planner,False,135,45,4x37x2560,-9.84965705871582,286.0,30.0,-9.581084251403809,2,0.5,1000,final_layer
es,8,critic,Critic,False,135,45,4x37x2560,-18.263629913330078,94.0,30.0,-9.547330856323242,2,0.5,1000,final_layer
es,8,refiner,Refiner,False,135,45,4x37x2560,-22.163904190063477,14679.0,30.0,-10.502251625061035,,0.0,1000,final_layer
es,8,judger,Judger,False,135,45,1x37x2560,-10.26005744934082,96.0,96.0,-9.971537590026855,0,1.0,1000,final_layer
es,9,planner,Planner,True,460,460,4x37x2560,-20.204214096069336,721.0,30.0,-10.189873695373535,2,0.5,1000,final_layer
es,9,critic,Critic,True,460,460,4x37x2560,-24.750232696533203,7117.0,30.0,-10.425579071044922,2,0.5,1000,final_layer
es,9,refiner,Refiner,True,460,460,4x37x2560,-22.27680206298828,1161.0,30.0,-10.245643615722656,2,0.5,1000,final_layer
es,9,judger,Judger,True,460,460,1x37x2560,-10.521795272827148,81.0,81.0,-9.940375328063965,0,1.0,1000,final_layer
es,10,planner,Planner,True,366,366,4x37x2560,-18.055124282836914,141.0,19.0,-8.84843635559082,2,0.5,1000,final_layer
es,10,critic,Critic,True,366,366,4x37x2560,-24.437559127807617,399.0,19.0,-8.087778091430664,2,0.5,1000,final_layer
es,10,refiner,Refiner,True,366,366,4x37x2560,-20.092670440673828,164.0,19.0,-9.866347312927246,2,0.5,1000,final_layer
es,10,judger,Judger,True,366,366,1x37x2560,-11.491778373718262,77.0,77.0,-11.491778373718262,0,1.0,1000,final_layer
es,11,planner,Planner,True,694,694,4x37x2560,-10.969535827636719,45.0,42.0,-6.972510814666748,2,0.5,1000,final_layer
es,11,critic,Critic,True,694,694,4x37x2560,-22.12506866455078,5034.0,42.0,-9.05525016784668,,0.0,1000,final_layer
es,11,refiner,Refiner,True,694,694,4x37x2560,-22.187503814697266,43.0,42.0,-10.10031509399414,2,0.5,1000,final_layer
es,11,judger,Judger,True,694,694,1x37x2560,-11.268855094909668,149.0,123.0,-10.976984024047852,0,1.0,1000,final_layer
es,12,planner,Planner,False,12,13,4x37x2560,-19.828563690185547,233.0,8.0,-11.043155670166016,1,0.75,1000,final_layer
es,12,critic,Critic,False,12,13,4x37x2560,-8.38359546661377,310.0,8.0,-8.38359546661377,3,0.25,1000,final_layer
es,12,refiner,Refiner,False,12,13,4x37x2560,-9.363353729248047,767.0,8.0,-9.363353729248047,2,0.5,1000,final_layer
es,12,judger,Judger,False,12,13,1x37x2560,-3.645975351333618,3.0,3.0,-3.645975351333618,0,1.0,1000,final_layer
es,13,planner,Planner,False,36,18,4x37x2560,-9.34933090209961,12.0,8.0,-7.437955856323242,2,0.5,1000,final_layer
es,13,critic,Critic,False,36,18,4x37x2560,-24.689695358276367,1129.0,8.0,-9.45991039276123,,0.0,1000,final_layer
es,13,refiner,Refiner,False,36,18,4x37x2560,-21.89860725402832,576.0,8.0,-10.671741485595703,2,0.5,1000,final_layer
es,13,judger,Judger,False,36,18,1x37x2560,-1.5353691577911377,2.0,2.0,-1.5353691577911377,0,1.0,1000,final_layer
es,14,planner,Planner,True,60,60,4x37x2560,-20.276525497436523,232.0,42.0,-9.829521179199219,2,0.5,1000,final_layer
es,14,critic,Critic,True,60,60,4x37x2560,-24.125822067260742,1560.0,42.0,-9.844825744628906,2,0.5,1000,final_layer
es,14,refiner,Refiner,True,60,60,4x37x2560,-24.389850616455078,86532.0,42.0,-10.11631965637207,2,0.5,1000,final_layer
es,14,judger,Judger,True,60,60,1x37x2560,-10.705140113830566,117.0,117.0,-10.705140113830566,0,1.0,1000,final_layer
es,15,planner,Planner,True,125,125,4x37x2560,-14.063793182373047,25.0,8.0,-8.617572784423828,2,0.5,1000,final_layer
es,15,critic,Critic,True,125,125,4x37x2560,-18.312335968017578,164.0,8.0,-9.618096351623535,2,0.5,1000,final_layer
es,15,refiner,Refiner,True,125,125,4x37x2560,-21.5625,23.0,8.0,-9.773246765136719,2,0.5,1000,final_layer
es,15,judger,Judger,True,125,125,1x37x2560,-2.518315315246582,3.0,3.0,-2.518315315246582,0,1.0,1000,final_layer
es,16,planner,Planner,True,230,230,4x37x2560,-13.251734733581543,5.0,5.0,-6.7015790939331055,2,0.5,1000,final_layer
es,16,critic,Critic,True,230,230,4x37x2560,-23.750804901123047,88.0,12.0,-8.351264953613281,2,0.5,1000,final_layer
es,16,refiner,Refiner,True,230,230,4x37x2560,-30.484375,42669.0,12.0,-11.515531539916992,2,0.5,1000,final_layer
es,16,judger,Judger,True,230,230,1x37x2560,-9.042814254760742,47.0,47.0,-9.042814254760742,0,1.0,1000,final_layer
es,17,planner,Planner,True,57500,57500,4x37x2560,-23.679920196533203,17737.0,20.0,-9.638286590576172,2,0.5,1000,final_layer
es,17,critic,Critic,True,57500,57500,4x37x2560,-25.750232696533203,1952.0,38.0,-9.178284645080566,2,0.5,1000,final_layer
es,17,refiner,Refiner,True,57500,57500,4x37x2560,-25.384794235229492,11601.0,38.0,-8.967950820922852,2,0.5,1000,final_layer
es,17,judger,Judger,True,57500,57500,1x37x2560,-12.665879249572754,294.0,105.0,-10.450023651123047,0,1.0,1000,final_layer
es,18,planner,Planner,True,7,7,4x37x2560,-19.15176010131836,417.0,49.0,-9.944709777832031,2,0.5,1000,final_layer
es,18,critic,Critic,True,7,7,4x37x2560,-25.32013511657715,1735.0,49.0,-9.66081428527832,2,0.5,1000,final_layer
es,18,refiner,Refiner,True,7,7,4x37x2560,-23.47342872619629,6213.0,49.0,-8.264857292175293,2,0.5,1000,final_layer
es,18,judger,Judger,True,7,7,1x37x2560,-11.887543678283691,160.0,149.0,-10.618680000305176,0,1.0,1000,final_layer
es,19,planner,Planner,True,6,6,4x37x2560,-21.250547409057617,4192.0,42.0,-9.997958183288574,2,0.5,1000,final_layer
es,19,critic,Critic,True,6,6,4x37x2560,-18.694650650024414,742.0,42.0,-9.63101577758789,3,0.25,1000,final_layer
es,19,refiner,Refiner,True,6,6,4x37x2560,-19.938127517700195,39.0,32.0,-8.703207969665527,2,0.5,1000,final_layer
es,19,judger,Judger,True,6,6,1x37x2560,-11.197998046875,148.0,123.0,-10.972707748413086,0,1.0,1000,final_layer
es,20,planner,Planner,True,15,15,4x37x2560,-11.818582534790039,38.0,8.0,-9.543712615966797,2,0.5,1000,final_layer
es,20,critic,Critic,True,15,15,4x37x2560,-24.750240325927734,831.0,8.0,-8.795300483703613,2,0.5,1000,final_layer
es,20,refiner,Refiner,True,15,15,4x37x2560,-17.8302059173584,463.0,8.0,-9.134906768798828,2,0.5,1000,final_layer
es,20,judger,Judger,True,15,15,1x37x2560,-2.1360042095184326,2.0,2.0,-2.1360042095184326,0,1.0,1000,final_layer
es,21,planner,Planner,True,14,14,4x37x2560,-18.12544822692871,322.0,8.0,-10.876935958862305,2,0.5,1000,final_layer
es,21,critic,Critic,True,14,14,4x37x2560,-21.688058853149414,285.0,8.0,-10.038589477539062,3,0.25,1000,final_layer
es,21,refiner,Refiner,True,14,14,4x37x2560,-26.18940544128418,2997.0,8.0,-11.118057250976562,2,0.5,1000,final_layer
es,21,judger,Judger,True,14,14,1x37x2560,-1.5972980260849,2.0,2.0,-1.5972980260849,0,1.0,1000,final_layer
es,22,planner,Planner,True,7,7,4x37x2560,-21.486196517944336,493.0,49.0,-10.180196762084961,2,0.5,1000,final_layer
es,22,critic,Critic,True,7,7,4x37x2560,-26.127185821533203,392.0,49.0,-7.439957618713379,2,0.5,1000,final_layer
es,22,refiner,Refiner,True,7,7,4x37x2560,-28.750003814697266,4950.0,49.0,-8.25458812713623,2,0.5,1000,final_layer
es,22,judger,Judger,True,7,7,1x37x2560,-12.419048309326172,341.0,149.0,-10.635124206542969,0,1.0,1000,final_layer
es,23,planner,Planner,True,8,8,4x37x2560,-25.7834415435791,3898.0,49.0,-10.687395095825195,,0.0,1000,final_layer
es,23,critic,Critic,True,8,8,4x37x2560,-27.750011444091797,7988.0,49.0,-10.793216705322266,,0.0,1000,final_layer
es,23,refiner,Refiner,True,8,8,4x37x2560,-25.687725067138672,6919.0,49.0,-10.417180061340332,,0.0,1000,final_layer
es,23,judger,Judger,True,8,8,1x37x2560,-12.829174995422363,325.0,152.0,-10.430974960327148,0,1.0,1000,final_layer
es,24,planner,Planner,True,26,26,4x37x2560,-15.66010856628418,403.0,12.0,-10.90698528289795,2,0.5,1000,final_layer
es,24,critic,Critic,True,26,26,4x37x2560,-26.000431060791016,36.0,12.0,-8.634939193725586,2,0.5,1000,final_layer
es,24,refiner,Refiner,True,26,26,4x37x2560,-28.757835388183594,90082.0,12.0,-11.526726722717285,2,0.5,1000,final_layer
es,24,judger,Judger,True,26,26,1x37x2560,-9.944867134094238,76.0,63.0,-9.944867134094238,0,1.0,1000,final_layer
es,25,planner,Planner,True,2,2,4x37x2560,-17.595006942749023,1444.0,12.0,-11.081636428833008,2,0.5,1000,final_layer
es,25,critic,Critic,True,2,2,4x37x2560,-18.565704345703125,954.0,12.0,-10.620565414428711,3,0.25,1000,final_layer
es,25,refiner,Refiner,True,2,2,4x37x2560,-27.33670997619629,81488.0,12.0,-11.390298843383789,2,0.5,1000,final_layer
es,25,judger,Judger,True,2,2,1x37x2560,-9.532032012939453,64.0,63.0,-9.532032012939453,0,1.0,1000,final_layer
es,26,planner,Planner,True,243,243,4x37x2560,-11.376105308532715,4.0,4.0,-5.62291145324707,2,0.5,1000,final_layer
es,26,critic,Critic,True,243,243,4x37x2560,-23.937503814697266,52.0,12.0,-8.00978946685791,3,0.25,1000,final_layer
es,26,refiner,Refiner,True,243,243,4x37x2560,-10.71209716796875,13.0,12.0,-7.330361366271973,2,0.5,1000,final_layer
es,26,judger,Judger,True,243,243,1x37x2560,-8.490876197814941,44.0,44.0,-8.490876197814941,0,1.0,1000,final_layer
es,27,planner,Planner,True,16,16,4x37x2560,-17.21440315246582,125.0,8.0,-9.94776439666748,2,0.5,1000,final_layer
es,27,critic,Critic,True,16,16,4x37x2560,-24.252056121826172,1317.0,8.0,-8.99801254272461,2,0.5,1000,final_layer
es,27,refiner,Refiner,True,16,16,4x37x2560,-21.511873245239258,376.0,8.0,-10.337706565856934,2,0.5,1000,final_layer
es,27,judger,Judger,True,16,16,1x37x2560,-1.8018488883972168,3.0,3.0,-1.8018488883972168,0,1.0,1000,final_layer
es,28,planner,Planner,True,25,25,4x37x2560,-6.23434591293335,38.0,12.0,-6.23434591293335,2,0.5,1000,final_layer
es,28,critic,Critic,True,25,25,4x37x2560,-21.562849044799805,159.0,12.0,-7.5634846687316895,3,0.25,1000,final_layer
es,28,refiner,Refiner,True,25,25,4x37x2560,-19.389127731323242,9207.0,12.0,-10.995954513549805,2,0.5,1000,final_layer
es,28,judger,Judger,True,25,25,1x37x2560,-9.939529418945312,67.0,63.0,-9.939529418945312,0,1.0,1000,final_layer
es,29,planner,Planner,True,104,104,4x37x2560,-10.644087791442871,19.0,8.0,-7.907876968383789,2,0.5,1000,final_layer
es,29,critic,Critic,True,104,104,4x37x2560,-23.752809524536133,369.0,8.0,-9.396622657775879,3,0.25,1000,final_layer
es,29,refiner,Refiner,True,104,104,4x37x2560,-22.613584518432617,2672.0,8.0,-10.592939376831055,2,0.5,1000,final_layer
es,29,judger,Judger,True,104,104,1x37x2560,-1.3931114673614502,2.0,2.0,-1.3931114673614502,0,1.0,1000,final_layer
es,30,planner,Planner,True,109,109,4x37x2560,-15.500969886779785,255.0,8.0,-10.667322158813477,2,0.5,1000,final_layer
es,30,critic,Critic,True,109,109,4x37x2560,-26.250076293945312,965.0,8.0,-9.296653747558594,2,0.5,1000,final_layer
es,30,refiner,Refiner,True,109,109,4x37x2560,-23.56276512145996,1570.0,8.0,-10.673028945922852,2,0.5,1000,final_layer
es,30,judger,Judger,True,109,109,1x37x2560,-1.9723780155181885,3.0,3.0,-1.9723780155181885,0,1.0,1000,final_layer
es,31,planner,Planner,True,80,80,4x37x2560,-14.770798683166504,197.0,49.0,-10.55617904663086,3,0.25,1000,final_layer
es,31,critic,Critic,True,80,80,4x37x2560,-18.823762893676758,494.0,49.0,-10.717998504638672,3,0.25,1000,final_layer
es,31,refiner,Refiner,True,80,80,4x37x2560,-23.03997039794922,3541.0,49.0,-10.330995559692383,,0.0,1000,final_layer
es,31,judger,Judger,True,80,80,1x37x2560,-12.151817321777344,415.0,152.0,-10.506038665771484,0,1.0,1000,final_layer
es,32,planner,Planner,True,35,35,4x37x2560,-20.395610809326172,409.0,19.0,-9.69091796875,2,0.5,1000,final_layer
es,32,critic,Critic,True,35,35,4x37x2560,-24.451679229736328,544.0,19.0,-8.465362548828125,2,0.5,1000,final_layer
