run,strength,status,lang,idx,correct_float,prediction,gold
mgsm_first50_latent_mas_baseline,0.0,final,sw,29,0.0,99,104
mgsm_first50_latent_mas_baseline,0.0,final,sw,30,0.0,89,109
mgsm_first50_latent_mas_baseline,0.0,final,sw,31,0.0,93.33,80
mgsm_first50_latent_mas_baseline,0.0,final,sw,32,0.0,5,35
mgsm_first50_latent_mas_baseline,0.0,final,sw,33,0.0,30,70
mgsm_first50_latent_mas_baseline,0.0,final,sw,34,0.0,47,23
mgsm_first50_latent_mas_baseline,0.0,final,sw,35,1.0,9,9
mgsm_first50_latent_mas_baseline,0.0,final,sw,36,0.0,30,75
mgsm_first50_latent_mas_baseline,0.0,final,sw,37,0.0,160,2
mgsm_first50_latent_mas_baseline,0.0,final,sw,38,0.0,3,10
mgsm_first50_latent_mas_baseline,0.0,final,sw,39,1.0,18,18
mgsm_first50_latent_mas_baseline,0.0,final,sw,40,0.0,4,8
mgsm_first50_latent_mas_baseline,0.0,final,sw,41,0.0,5,200
mgsm_first50_latent_mas_baseline,0.0,final,sw,42,0.0,6,26
mgsm_first50_latent_mas_baseline,0.0,final,sw,43,0.0,1.05,48
mgsm_first50_latent_mas_baseline,0.0,final,sw,44,0.0,240,20
mgsm_first50_latent_mas_baseline,0.0,final,sw,45,0.0,132,104
mgsm_first50_latent_mas_baseline,0.0,final,sw,46,0.0,23,163
mgsm_first50_latent_mas_baseline,0.0,final,sw,47,0.0,42,800
mgsm_first50_latent_mas_baseline,0.0,final,sw,48,0.0,6,8
mgsm_first50_latent_mas_baseline,0.0,final,sw,49,0.0,90,30
mgsm_first50_latent_mas_baseline,0.0,final,te,0,0.0,4,18
mgsm_first50_latent_mas_baseline,0.0,final,te,1,0.0,2,3
mgsm_first50_latent_mas_baseline,0.0,final,te,2,0.0,3,70000
mgsm_first50_latent_mas_baseline,0.0,final,te,3,0.0,9,540
mgsm_first50_latent_mas_baseline,0.0,final,te,4,0.0,60,20
mgsm_first50_latent_mas_baseline,0.0,final,te,5,0.0,8,64
mgsm_first50_latent_mas_baseline,0.0,final,te,6,0.0,3,260
mgsm_first50_latent_mas_baseline,0.0,final,te,7,0.0,3,160
mgsm_first50_latent_mas_baseline,0.0,final,te,8,0.0,2,45
mgsm_first50_latent_mas_baseline,0.0,final,te,9,0.0,4,460
mgsm_first50_latent_mas_baseline,0.0,final,te,10,1.0,366,366
mgsm_first50_latent_mas_baseline,0.0,final,te,11,0.0,160,694
mgsm_first50_latent_mas_baseline,0.0,final,te,12,0.0,3,13
mgsm_first50_latent_mas_baseline,0.0,final,te,13,0.0,2,18
mgsm_first50_latent_mas_baseline,0.0,final,te,14,0.0,16,60
mgsm_first50_latent_mas_baseline,0.0,final,te,15,0.0,2,125
mgsm_first50_latent_mas_baseline,0.0,final,te,16,0.0,3,230
mgsm_first50_latent_mas_baseline,0.0,final,te,17,0.0,4,57500
mgsm_first50_latent_mas_baseline,0.0,final,te,18,0.0,1,7
mgsm_first50_latent_mas_baseline,0.0,final,te,19,0.0,12,6
mgsm_first50_latent_mas_baseline,0.0,final,te,20,0.0,9,15
mgsm_first50_latent_mas_baseline,0.0,final,te,21,0.0,2,14
mgsm_first50_latent_mas_baseline,0.0,final,te,22,0.0,0,7
mgsm_first50_latent_mas_baseline,0.0,final,te,23,1.0,8,8
mgsm_first50_latent_mas_baseline,0.0,final,te,24,0.0,0.25,26
mgsm_first50_latent_mas_baseline,0.0,final,te,25,0.0,4,2
mgsm_first50_latent_mas_baseline,0.0,final,te,26,0.0,42,243
mgsm_first50_latent_mas_baseline,0.0,final,te,27,0.0,4,16
mgsm_first50_latent_mas_baseline,0.0,final,te,28,0.0,20,25
mgsm_first50_latent_mas_baseline,0.0,final,te,29,0.0,33,104
mgsm_first50_latent_mas_baseline,0.0,final,te,30,0.0,3,109
mgsm_first50_latent_mas_baseline,0.0,final,te,31,0.0,4,80
mgsm_first50_latent_mas_baseline,0.0,final,te,32,0.0,3,35
mgsm_first50_latent_mas_baseline,0.0,final,te,33,0.0,4,70
mgsm_first50_latent_mas_baseline,0.0,final,te,34,0.0,2,23
mgsm_first50_latent_mas_baseline,0.0,final,te,35,0.0,4,9
mgsm_first50_latent_mas_baseline,0.0,final,te,36,0.0,30,75
mgsm_first50_latent_mas_baseline,0.0,final,te,37,0.0,195,2
mgsm_first50_latent_mas_baseline,0.0,final,te,38,0.0,3,10
mgsm_first50_latent_mas_baseline,0.0,final,te,39,0.0,12,18
mgsm_first50_latent_mas_baseline,0.0,final,te,40,0.0,3,8
mgsm_first50_latent_mas_baseline,0.0,final,te,41,0.0,2,200
mgsm_first50_latent_mas_baseline,0.0,final,te,42,1.0,26,26
mgsm_first50_latent_mas_baseline,0.0,final,te,43,0.0,2000,48
mgsm_first50_latent_mas_baseline,0.0,final,te,44,0.0,2,20
mgsm_first50_latent_mas_baseline,0.0,final,te,45,1.0,104,104
mgsm_first50_latent_mas_baseline,0.0,final,te,46,0.0,23,163
mgsm_first50_latent_mas_baseline,0.0,final,te,47,0.0,50,800
mgsm_first50_latent_mas_baseline,0.0,final,te,48,1.0,8,8
mgsm_first50_latent_mas_baseline,0.0,final,te,49,0.0,4,30
mgsm_first50_latent_mas_baseline,0.0,final,th,0,1.0,18,18
mgsm_first50_latent_mas_baseline,0.0,final,th,1,1.0,3,3
mgsm_first50_latent_mas_baseline,0.0,final,th,2,1.0,70000,70000
mgsm_first50_latent_mas_baseline,0.0,final,th,3,1.0,540,540
mgsm_first50_latent_mas_baseline,0.0,final,th,4,0.0,ไม่สามารถหาคำตอบได้จากข้อมูลที่มี,20
mgsm_first50_latent_mas_baseline,0.0,final,th,5,0.0,50,64
mgsm_first50_latent_mas_baseline,0.0,final,th,6,1.0,260,260
mgsm_first50_latent_mas_baseline,0.0,final,th,7,1.0,160,160
mgsm_first50_latent_mas_baseline,0.0,final,th,8,0.0,180,45
mgsm_first50_latent_mas_baseline,0.0,final,th,9,1.0,460,460
mgsm_first50_latent_mas_baseline,0.0,final,th,10,1.0,366,366
mgsm_first50_latent_mas_baseline,0.0,final,th,11,1.0,694,694
mgsm_first50_latent_mas_baseline,0.0,final,th,12,0.0,12,13
mgsm_first50_latent_mas_baseline,0.0,final,th,13,1.0,18,18
mgsm_first50_latent_mas_baseline,0.0,final,th,14,1.0,60,60
mgsm_first50_latent_mas_baseline,0.0,final,th,15,0.0,4,125
mgsm_first50_latent_mas_baseline,0.0,final,th,16,0.0,150,230
mgsm_first50_latent_mas_baseline,0.0,final,th,17,1.0,57500,57500
mgsm_first50_latent_mas_baseline,0.0,final,th,18,1.0,7,7
mgsm_first50_latent_mas_baseline,0.0,final,th,19,0.0,1,6
mgsm_first50_latent_mas_baseline,0.0,final,th,20,0.0,9,15
mgsm_first50_latent_mas_baseline,0.0,final,th,21,1.0,14,14
mgsm_first50_latent_mas_baseline,0.0,final,th,22,1.0,7,7
mgsm_first50_latent_mas_baseline,0.0,final,th,23,1.0,8,8
mgsm_first50_latent_mas_baseline,0.0,final,th,24,1.0,26,26
mgsm_first50_latent_mas_baseline,0.0,final,th,25,1.0,2,2
mgsm_first50_latent_mas_baseline,0.0,final,th,26,1.0,243,243
mgsm_first50_latent_mas_baseline,0.0,final,th,27,1.0,16,16
mgsm_first50_latent_mas_baseline,0.0,final,th,28,1.0,25,25
mgsm_first50_latent_mas_baseline,0.0,final,th,29,1.0,104,104
mgsm_first50_latent_mas_baseline,0.0,final,th,30,1.0,109,109
mgsm_first50_latent_mas_baseline,0.0,final,th,31,1.0,80,80
mgsm_first50_latent_mas_baseline,0.0,final,th,32,1.0,35,35
mgsm_first50_latent_mas_baseline,0.0,final,th,33,1.0,70,70
mgsm_first50_latent_mas_baseline,0.0,final,th,34,1.0,23,23
mgsm_first50_latent_mas_baseline,0.0,final,th,35,0.0,5,9
mgsm_first50_latent_mas_baseline,0.0,final,th,36,1.0,75,75
mgsm_first50_latent_mas_baseline,0.0,final,th,37,0.0,0,2
mgsm_first50_latent_mas_baseline,0.0,final,th,38,1.0,10,10
mgsm_first50_latent_mas_baseline,0.0,final,th,39,0.0,24,18
mgsm_first50_latent_mas_baseline,0.0,final,th,40,0.0,2,8
mgsm_first50_latent_mas_baseline,0.0,final,th,41,0.0,400,200
mgsm_first50_latent_mas_baseline,0.0,final,th,42,1.0,26,26
mgsm_first50_latent_mas_baseline,0.0,final,th,43,1.0,48,48
mgsm_first50_latent_mas_baseline,0.0,final,th,44,1.0,20,20
mgsm_first50_latent_mas_baseline,0.0,final,th,45,1.0,104,104
mgsm_first50_latent_mas_baseline,0.0,final,th,46,1.0,163,163
mgsm_first50_latent_mas_baseline,0.0,final,th,47,0.0,60,800
mgsm_first50_latent_mas_baseline,0.0,final,th,48,1.0,8,8
mgsm_first50_latent_mas_baseline,0.0,final,th,49,1.0,30,30
mgsm_first50_latent_mas_baseline,0.0,final,zh,0,1.0,18,18
mgsm_first50_latent_mas_baseline,0.0,final,zh,1,1.0,3,3
mgsm_first50_latent_mas_baseline,0.0,final,zh,2,1.0,70000,70000
mgsm_first50_latent_mas_baseline,0.0,final,zh,3,1.0,540,540
mgsm_first50_latent_mas_baseline,0.0,final,zh,4,1.0,20,20
mgsm_first50_latent_mas_baseline,0.0,final,zh,5,1.0,64,64
mgsm_first50_latent_mas_baseline,0.0,final,zh,6,1.0,260,260
mgsm_first50_latent_mas_baseline,0.0,final,zh,7,1.0,160,160
mgsm_first50_latent_mas_baseline,0.0,final,zh,8,1.0,45,45
mgsm_first50_latent_mas_baseline,0.0,final,zh,9,1.0,460,460
mgsm_first50_latent_mas_baseline,0.0,final,zh,10,0.0,282,366
mgsm_first50_latent_mas_baseline,0.0,final,zh,11,1.0,694,694
mgsm_first50_latent_mas_baseline,0.0,final,zh,12,0.0,12,13
mgsm_first50_latent_mas_baseline,0.0,final,zh,13,1.0,18,18
mgsm_first50_latent_mas_baseline,0.0,final,zh,14,1.0,60,60
mgsm_first50_latent_mas_baseline,0.0,final,zh,15,1.0,125,125
mgsm_first50_latent_mas_baseline,0.0,final,zh,16,1.0,230,230
mgsm_first50_latent_mas_baseline,0.0,final,zh,17,0.0,your_final_answer,57500
mgsm_first50_latent_mas_baseline,0.0,final,zh,18,0.0,1.75,7
mgsm_first50_latent_mas_baseline,0.0,final,zh,19,1.0,6,6
mgsm_first50_latent_mas_baseline,0.0,final,zh,20,0.0,15.67,15
mgsm_first50_latent_mas_baseline,0.0,final,zh,21,0.0,23,14
mgsm_first50_latent_mas_baseline,0.0,final,zh,22,1.0,7,7
mgsm_first50_latent_mas_baseline,0.0,final,zh,23,1.0,8,8
mgsm_first50_latent_mas_baseline,0.0,final,zh,24,1.0,26,26
mgsm_first50_latent_mas_baseline,0.0,final,zh,25,1.0,2,2
mgsm_first50_latent_mas_baseline,0.0,final,zh,26,1.0,243,243
mgsm_first50_latent_mas_baseline,0.0,final,zh,27,0.0,16.00,16
mgsm_first50_latent_mas_baseline,0.0,final,zh,28,1.0,25,25
mgsm_first50_latent_mas_baseline,0.0,final,zh,29,1.0,104,104
mgsm_first50_latent_mas_baseline,0.0,final,zh,30,1.0,109,109
mgsm_first50_latent_mas_baseline,0.0,final,zh,31,1.0,80,80
mgsm_first50_latent_mas_baseline,0.0,final,zh,32,1.0,35,35
mgsm_first50_latent_mas_baseline,0.0,final,zh,33,1.0,70,70
mgsm_first50_latent_mas_baseline,0.0,final,zh,34,1.0,23,23
mgsm_first50_latent_mas_baseline,0.0,final,zh,35,1.0,9,9
mgsm_first50_latent_mas_baseline,0.0,final,zh,36,1.0,75,75
mgsm_first50_latent_mas_baseline,0.0,final,zh,37,0.0,0,2
mgsm_first50_latent_mas_baseline,0.0,final,zh,38,1.0,10,10
mgsm_first50_latent_mas_baseline,0.0,final,zh,39,1.0,18,18
mgsm_first50_latent_mas_baseline,0.0,final,zh,40,0.0,12,8
mgsm_first50_latent_mas_baseline,0.0,final,zh,41,1.0,200,200
mgsm_first50_latent_mas_baseline,0.0,final,zh,42,0.0,3,26
mgsm_first50_latent_mas_baseline,0.0,final,zh,43,1.0,48,48
mgsm_first50_latent_mas_baseline,0.0,final,zh,44,0.0,20.00,20
mgsm_first50_latent_mas_baseline,0.0,final,zh,45,1.0,104,104
mgsm_first50_latent_mas_baseline,0.0,final,zh,46,1.0,163,163
mgsm_first50_latent_mas_baseline,0.0,final,zh,47,1.0,800,800
mgsm_first50_latent_mas_baseline,0.0,final,zh,48,1.0,8,8
mgsm_first50_latent_mas_baseline,0.0,final,zh,49,1.0,30,30
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,0,0.0,5,18
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,1,1.0,3,3
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,2,0.0,195000,70000
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,3,0.0,180,540
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,4,0.0,3,20
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,5,1.0,64,64
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,6,0.0,160,260
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,7,0.0,40,160
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,8,0.0,2,45
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,9,0.0,6,460
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,10,0.0,30,366
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,11,1.0,694,694
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,12,0.0,4,13
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,13,0.0,7,18
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,14,0.0,4,60
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,15,1.0,125,125
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,16,0.0,23,230
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,17,0.0,50,57500
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,18,1.0,7,7
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,19,1.0,6,6
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,20,0.0,5,15
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,21,1.0,14,14
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,22,1.0,7,7
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,23,1.0,8,8
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,24,1.0,26,26
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,25,0.0,33,2
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,26,1.0,243,243
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,27,0.0,4,16
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,28,0.0,20,25
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,29,0.0,38,104
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,30,1.0,109,109
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,31,1.0,80,80
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,32,1.0,35,35
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,33,1.0,70,70
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,34,1.0,23,23
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,35,0.0,20,9
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,36,0.0,75.00,75
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,37,0.0,4,2
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,38,0.0,3,10
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,39,0.0,2,18
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,40,1.0,8,8
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,41,0.0,3,200
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,42,1.0,26,26
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,43,0.0,5,48
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,44,0.0,2,20
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,45,1.0,104,104
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,46,0.0,4,163
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,47,0.0,4,800
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,48,1.0,8,8
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,bn,49,1.0,30,30
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,0,1.0,18,18
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,1,1.0,3,3
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,2,1.0,70000,70000
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,3,1.0,540,540
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,4,1.0,20,20
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,5,0.0,50,64
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,6,1.0,260,260
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,7,1.0,160,160
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,8,0.0,4,45
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,9,0.0,11,460
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,10,1.0,366,366
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,11,1.0,694,694
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,12,0.0,12,13
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,13,1.0,18,18
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,14,1.0,60,60
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,15,1.0,125,125
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,16,1.0,230,230
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,17,1.0,57500,57500
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,18,1.0,7,7
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,19,1.0,6,6
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,20,1.0,15,15
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,21,1.0,14,14
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,22,1.0,7,7
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,23,1.0,8,8
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,24,1.0,26,26
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,25,1.0,2,2
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,26,1.0,243,243
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,27,1.0,16,16
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,28,1.0,25,25
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,29,1.0,104,104
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,30,1.0,109,109
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,31,1.0,80,80
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,32,1.0,35,35
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,33,1.0,70,70
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,34,1.0,23,23
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,35,1.0,9,9
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,36,1.0,75,75
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,37,0.0,0,2
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,38,1.0,10,10
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,39,1.0,18,18
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,40,1.0,8,8
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,41,1.0,200,200
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,42,1.0,26,26
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,43,1.0,48,48
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,44,1.0,20,20
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,45,1.0,104,104
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,46,1.0,163,163
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,47,1.0,800,800
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,48,1.0,8,8
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,de,49,1.0,30,30
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,0,1.0,18,18
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,1,1.0,3,3
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,2,1.0,70000,70000
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,3,1.0,540,540
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,4,1.0,20,20
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,5,1.0,64,64
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,6,1.0,260,260
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,7,1.0,160,160
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,8,1.0,45,45
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,9,1.0,460,460
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,10,1.0,366,366
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,11,1.0,694,694
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,12,0.0,12,13
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,13,1.0,18,18
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,14,1.0,60,60
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,15,0.0,8096,125
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,16,1.0,230,230
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,17,1.0,57500,57500
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,18,1.0,7,7
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,19,1.0,6,6
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,20,1.0,15,15
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,21,1.0,14,14
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,22,1.0,7,7
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,23,1.0,8,8
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,24,1.0,26,26
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,25,1.0,2,2
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,26,0.0,your_final_answer,243
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,27,1.0,16,16
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,28,1.0,25,25
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,29,1.0,104,104
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,30,1.0,109,109
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,31,1.0,80,80
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,32,1.0,35,35
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,33,1.0,70,70
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,34,1.0,23,23
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,35,1.0,9,9
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,36,1.0,75,75
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,37,0.0,0,2
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,38,1.0,10,10
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,39,1.0,18,18
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,40,1.0,8,8
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,41,1.0,200,200
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,42,1.0,26,26
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,43,1.0,48,48
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,44,1.0,20,20
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,45,1.0,104,104
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,46,1.0,163,163
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,47,1.0,800,800
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,48,1.0,8,8
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,en,49,1.0,30,30
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,es,0,1.0,18,18
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,es,1,1.0,3,3
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,es,2,1.0,70000,70000
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,es,3,1.0,540,540
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,es,4,1.0,20,20
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,es,5,1.0,64,64
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,es,6,1.0,260,260
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,es,7,0.0,100,160
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,es,8,1.0,45,45
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,es,9,1.0,460,460
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,es,10,1.0,366,366
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,es,11,1.0,694,694
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,es,12,0.0,12,13
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,es,13,0.0,36,18
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,es,14,1.0,60,60
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,es,15,1.0,125,125
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,es,16,1.0,230,230
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,es,17,1.0,57500,57500
mgsm_first50_latent_mas_lr_disentangle_s0.025,0.025,final,es,18,1.0,7,7
